situation_number,scenario_id,situation_title,age_group,screen_order,section,node_purpose,element_type,branch,approved_text,approval_status,source_document,character_count,mobile_length_warning
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,49,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,repeated_consequence,В1,Ему может стать проще понимать своё состояние и выбирать подходящее время для обсуждения.,утверждено,mental-skills-all-7-situations-approved-v1.md,89,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,50,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,practical_advice,В1,"Не превращайте паузу в холодное или демонстративное молчание. Ребёнок должен понимать, что вы рядом и не отвернулись от него из-за поражения.",утверждено,mental-skills-all-7-situations-approved-v1.md,141,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,51,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,ready_phrase,В1,"> «Если захочешь поговорить, я рядом».",утверждено,mental-skills-all-7-situations-approved-v1.md,38,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,52,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,immediate_consequence,В2,"Ребёнок получает возможность выбрать форму контакта: тишину, присутствие родителя или разговор.",утверждено,mental-skills-all-7-situations-approved-v1.md,95,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,53,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,repeated_consequence,В2,"Ему может стать проще замечать, какая поддержка ему нужна, и говорить об этом близким.",утверждено,mental-skills-all-7-situations-approved-v1.md,86,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,54,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,practical_advice,В2,Предложите два или три понятных варианта. Слишком общий вопрос «Чем тебе помочь?» может оказаться сложным сразу после поражения.,утверждено,mental-skills-all-7-situations-approved-v1.md,128,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,55,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,ready_phrase,В2,"> «Тебе сейчас нужно просто побыть рядом со мной или ты хочешь, чтобы я тебя послушал?»",утверждено,mental-skills-all-7-situations-approved-v1.md,87,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,56,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,immediate_consequence,В3,"Ребёнок получает необходимую паузу, но разговор о матче не превращается в бессрочное замалчивание.",утверждено,mental-skills-all-7-situations-approved-v1.md,98,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,57,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,repeated_consequence,В3,"Ему может стать проще откладывать сложный разговор до более подходящего времени, а затем осознанно к нему возвращаться.",утверждено,mental-skills-all-7-situations-approved-v1.md,119,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,58,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,practical_advice,В3,Не назначайте обязательный разбор в точное время без согласия ребёнка. Лучше договориться позднее проверить его готовность.,утверждено,mental-skills-all-7-situations-approved-v1.md,123,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,59,"Вариант В. «Хорошо. Я рядом, поговорим позже»",approved_source,ready_phrase,В3,"> «Вечером я спрошу, готов ли ты поговорить. Ты сможешь сказать, нужно ли тебе ещё время».",утверждено,mental-skills-all-7-situations-approved-v1.md,90,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,60,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,supporting_text,Г,Ребёнок спрашивает:,утверждено,mental-skills-all-7-situations-approved-v1.md,19,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,61,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,supporting_text,Г,"> «Значит, мы проиграли из-за них?»",утверждено,mental-skills-all-7-situations-approved-v1.md,35,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,62,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,supporting_text,Г,**Что вы скажете дальше?**,утверждено,mental-skills-all-7-situations-approved-v1.md,26,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,63,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,immediate_consequence,Г1,"С ребёнка быстро снимается неприятное чувство ответственности, но одновременно вся ответственность переносится на других.",утверждено,mental-skills-all-7-situations-approved-v1.md,121,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,64,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,repeated_consequence,Г1,"Он может чаще объяснять поражения только ошибками партнёров, тренера или судьи и реже анализировать собственную игру.",утверждено,mental-skills-all-7-situations-approved-v1.md,117,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,65,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,practical_advice,Г1,"Не защищайте ребёнка от разочарования через обвинение команды. В матче действия игроков связаны, и результат редко определяется одним человеком.",утверждено,mental-skills-all-7-situations-approved-v1.md,144,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,66,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,ready_phrase,Г1,"> «На результат повлияло много событий. Когда будешь готов, подумаем, что зависело лично от тебя».",утверждено,mental-skills-all-7-situations-approved-v1.md,98,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,67,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,immediate_consequence,Г2,Поиск одного виноватого заменяется более спокойным рассмотрением разных факторов.,утверждено,mental-skills-all-7-situations-approved-v1.md,81,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,68,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,repeated_consequence,Г2,Ребёнку может стать проще видеть игру целиком и отделять причины результата от обвинения конкретного человека.,утверждено,mental-skills-all-7-situations-approved-v1.md,110,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,69,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,practical_advice,Г2,Не перечисляйте все ошибки команды сразу после матча. Сначала дождитесь готовности ребёнка к разговору.,утверждено,mental-skills-all-7-situations-approved-v1.md,103,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,70,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,ready_phrase,Г2,> «У поражения редко бывает только одна причина. Давай сейчас не искать одного виноватого».,утверждено,mental-skills-all-7-situations-approved-v1.md,91,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,71,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,immediate_consequence,Г3,"Ребёнок не берёт на себя вину за весь результат, но сохраняет возможность увидеть то, на что он способен повлиять.",утверждено,mental-skills-all-7-situations-approved-v1.md,114,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,72,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,repeated_consequence,Г3,Ему может стать проще анализировать свою игру без обвинения себя или других.,утверждено,mental-skills-all-7-situations-approved-v1.md,76,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,73,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,practical_advice,Г3,"Не составляйте длинный список недостатков. Когда ребёнок будет готов к разговору, достаточно выбрать одно конкретное направление для следующей тренировки.",утверждено,mental-skills-all-7-situations-approved-v1.md,154,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,74,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,practical_advice,Г3,"Это не означает, что игра состоит из одного действия. Речь идёт об одной понятной задаче для дальнейшего развития.",утверждено,mental-skills-all-7-situations-approved-v1.md,114,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,75,"Вариант Г. «Объясню поражение ошибками тренера, судьи или партнёров»",approved_source,ready_phrase,Г3,"> «Когда будешь готов, подумаем, над чем ты хочешь поработать на следующей тренировке».",утверждено,mental-skills-all-7-situations-approved-v1.md,87,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,76,Общий вывод,approved_source,summary,root,После поражения ребёнок может одновременно испытывать:,утверждено,mental-skills-all-7-situations-approved-v1.md,54,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,77,Общий вывод,approved_source,summary,root,"- разочарование;
- злость;
- усталость;
- стыд за свои ошибки;
- обиду на тренера, судью или партнёров;
- нежелание снова мысленно возвращаться к матчу.",утверждено,mental-skills-all-7-situations-approved-v1.md,152,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,78,Общий вывод,approved_source,summary,root,Молчание сразу после игры не обязательно означает отказ обсуждать произошедшее вообще. Иногда ребёнку сначала нужно восстановиться.,утверждено,mental-skills-all-7-situations-approved-v1.md,131,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,79,Общий вывод,approved_source,summary,root,Родителю полезно разделить три этапа:,утверждено,mental-skills-all-7-situations-approved-v1.md,37,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,80,Общий вывод,approved_source,summary,root,"1. **Пауза** — не начинать разговор без готовности ребёнка.
2. **Выбор поддержки** — спросить, что ему сейчас нужно.
3. **Возвращение** — позднее проверить, готов ли он поговорить.",утверждено,mental-skills-all-7-situations-approved-v1.md,180,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,81,Общий вывод,approved_source,summary,root,"Разбор матча будет полезнее, если ребёнок способен слушать, размышлять и участвовать в разговоре, а не только защищаться от вопросов взрослого.",утверждено,mental-skills-all-7-situations-approved-v1.md,143,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,82,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,> «Хорошо. Сейчас не будем обсуждать матч».,утверждено,mental-skills-all-7-situations-approved-v1.md,43,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,83,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,Это не наказание молчанием и не отказ от дальнейшего разговора.,утверждено,mental-skills-all-7-situations-approved-v1.md,63,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,84,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,"> «Тебе нужна тишина, моё присутствие или ты хочешь, чтобы я тебя послушал?»",утверждено,mental-skills-all-7-situations-approved-v1.md,76,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,85,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,Не заставляйте ребёнка выбирать разговор.,утверждено,mental-skills-all-7-situations-approved-v1.md,41,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,86,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,"> «Позже я спрошу, готов ли ты поговорить».",утверждено,mental-skills-all-7-situations-approved-v1.md,43,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,87,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,"Ребёнок может ответить, что ему требуется ещё время.",утверждено,mental-skills-all-7-situations-approved-v1.md,52,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,88,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,Маленькому ребёнку лучше не предлагать одиночество как основной вариант.,утверждено,mental-skills-all-7-situations-approved-v1.md,72,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,89,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,"> «Хочешь побыть в тишине рядом со мной или рассказать, что тебя расстроило?»",утверждено,mental-skills-all-7-situations-approved-v1.md,77,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,90,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,Родитель остаётся рядом и наблюдает за состоянием ребёнка.,утверждено,mental-skills-all-7-situations-approved-v1.md,58,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,91,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,"> «Тебе сейчас нужна тишина, прогулка или чтобы я тебя послушал?»",утверждено,mental-skills-all-7-situations-approved-v1.md,65,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,92,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,"> «Я не буду сейчас разбирать матч. Скажи, когда будешь готов поговорить. Позже я уточню ещё раз».",утверждено,mental-skills-all-7-situations-approved-v1.md,98,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,93,Практический инструмент. Пауза — выбор — возвращение,approved_source,practical_tool,root,"Потребность подростка в личном пространстве можно уважать, сохраняя при этом спокойный контакт.",утверждено,mental-skills-all-7-situations-approved-v1.md,95,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,94,Отдельный протокол безопасности,approved_source,safety_protocol,root,Этот блок не является продолжением обычного спортивного сценария.,утверждено,mental-skills-all-7-situations-approved-v1.md,65,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,95,Отдельный протокол безопасности,approved_source,safety_protocol,root,"Если ребёнок говорит, что не хочет жить, намерен причинить себе вред, уже причинил себе вред или находится в непосредственной опасности:",утверждено,mental-skills-all-7-situations-approved-v1.md,136,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,96,Отдельный протокол безопасности,approved_source,safety_protocol,root,"- прекратите разговор о спорте и результате;
- отнеситесь к словам ребёнка серьёзно;
- не оставляйте его одного;
- обратитесь за немедленной профессиональной и экстренной помощью по месту нахождения.",утверждено,mental-skills-all-7-situations-approved-v1.md,199,Да
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,97,Отдельный протокол безопасности,approved_source,safety_protocol,root,"При непосредственной опасности не следует ждать, пока ребёнок «сам успокоится» или согласится обсудить матч.",утверждено,mental-skills-all-7-situations-approved-v1.md,108,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,98,Отдельный протокол безопасности,approved_source,safety_protocol,root,Точные контакты помощи должны определяться страной и регионом пользователя. Перед публикацией этот блок необходимо отдельно проверить с детским клиническим психологом или психиатром и юристом.,утверждено,mental-skills-all-7-situations-approved-v1.md,192,Да
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,99,Завершение ситуации,approved_source,completion,root,**Ситуация пройдена.**,утверждено,mental-skills-all-7-situations-approved-v1.md,22,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,100,Завершение ситуации,approved_source,completion,root,"Вы увидели, как реакция родителя после поражения может:",утверждено,mental-skills-all-7-situations-approved-v1.md,55,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,101,Завершение ситуации,approved_source,completion,root,"- превратить разбор игры в давление;
- обесценить значимость матча для ребёнка;
- заставить его скрывать переживания;
- переключить внимание на поиск виноватых;
- дать ему необходимое время для восстановления;
- помочь выбрать подходящую форму поддержки;
- вернуть разговор тогда, когда ребёнок будет к нему готов.",утверждено,mental-skills-all-7-situations-approved-v1.md,314,Да
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,102,Завершение ситуации,approved_source,completion,root,Заберите с собой правило:,утверждено,mental-skills-all-7-situations-approved-v1.md,25,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,103,Завершение ситуации,approved_source,completion,root,> **Пауза — выбор — возвращение.**,утверждено,mental-skills-all-7-situations-approved-v1.md,34,Нет
6,CHILD_SILENT_AFTER_DEFEAT_06,После поражения ребёнок не хочет разговаривать,all,104,Завершение ситуации,approved_source,completion,root,"**Основная кнопка:** Перейти к ситуации 7.
**Дополнительные действия:** Повторить ситуацию; Вернуться на главную.",утверждено,mental-skills-all-7-situations-approved-v1.md,113,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,0,metadata,approved_source,working_title,root,После победы: что сказать ребёнку?,утверждено,mental-skills-all-7-situations-approved-v1.md,34,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,1,Образовательная цель,approved_source,educational_goal,root,"Помочь родителю поддержать радость ребёнка после победы и одновременно показать, что ценность игры определяется не только счётом.",утверждено,mental-skills-all-7-situations-approved-v1.md,129,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,1,metadata,approved_source,short_title,root,После победы,утверждено,mental-skills-all-7-situations-approved-v1.md,12,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,2,Образовательная цель,approved_source,educational_goal,root,После матча ребёнку важно:,утверждено,mental-skills-all-7-situations-approved-v1.md,26,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,3,Образовательная цель,approved_source,educational_goal,root,"- почувствовать, что родитель разделяет его радость;
- заметить собственные удачные действия;
- признать вклад партнёров;
- понять, что помогло команде добиться результата;
- не бояться будущих поражений;
- не воспринимать каждую победу как новый повод немедленно ставить следующую цель.",утверждено,mental-skills-all-7-situations-approved-v1.md,287,Да
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,6–8,4,Вводная ситуация,approved_source,intro,root,После матча ребёнок радостно подбегает к вам и говорит:,утверждено,mental-skills-all-7-situations-approved-v1.md,55,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,6–8,5,Вводная ситуация,approved_source,intro,root,> «Мы выиграли! Я забил!»,утверждено,mental-skills-all-7-situations-approved-v1.md,25,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,9–12,6,Вводная ситуация,approved_source,intro,root,"После победы ребёнок выходит с поля, смотрит на вас и ждёт вашей реакции.",утверждено,mental-skills-all-7-situations-approved-v1.md,73,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,13–16,7,Вводная ситуация,approved_source,intro,root,После матча подросток говорит:,утверждено,mental-skills-all-7-situations-approved-v1.md,30,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,13–16,8,Вводная ситуация,approved_source,intro,root,> «Выиграли. Я сегодня хорошо сыграл».,утверждено,mental-skills-all-7-situations-approved-v1.md,38,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,6–8,9,Первый вопрос родителю,approved_source,parent_question,root,Ребёнок делится радостью от победы и забитого гола. Что вы ему скажете?,утверждено,mental-skills-all-7-situations-approved-v1.md,71,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,9–12,10,Первый вопрос родителю,approved_source,parent_question,root,Ребёнок ждёт вашей реакции после победы. Как вы отреагируете?,утверждено,mental-skills-all-7-situations-approved-v1.md,61,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,13–16,11,Первый вопрос родителю,approved_source,parent_question,root,Подросток доволен результатом и своей игрой. Что вы ему ответите?,утверждено,mental-skills-all-7-situations-approved-v1.md,65,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,12,Первый выбор,approved_source,initial_choice,root,"- **Вариант А:** Молодец! Главное, что вы победили.
- **Вариант Б:** Ты сегодня был лучшим.
- **Вариант В:** Да, но ошибок всё равно было много.
- **Вариант Г:** Поздравляю! Чем ты сам сегодня особенно доволен?",утверждено,mental-skills-all-7-situations-approved-v1.md,210,Да
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,13,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,supporting_text,А,Ребёнок отвечает:,утверждено,mental-skills-all-7-situations-approved-v1.md,17,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,14,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,supporting_text,А,"> «Получается, главное всегда побеждать?»",утверждено,mental-skills-all-7-situations-approved-v1.md,41,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,15,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,supporting_text,А,**Что вы скажете дальше?**,утверждено,mental-skills-all-7-situations-approved-v1.md,26,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,16,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,immediate_consequence,А1,Счёт становится главным критерием оценки матча. Ребёнок может воспринимать хорошую игру без победы как неудачу.,утверждено,mental-skills-all-7-situations-approved-v1.md,111,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,17,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,repeated_consequence,А1,"Страх поражения может усиливаться. Ребёнку может стать сложнее рисковать, проявлять инициативу и спокойно относиться к матчам с сильными соперниками.",утверждено,mental-skills-all-7-situations-approved-v1.md,149,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,18,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,practical_advice,А1,"Разделяйте результат и качество игры. Победа важна и приятна, но она не всегда точно показывает, насколько хорошо действовали ребёнок и команда.",утверждено,mental-skills-all-7-situations-approved-v1.md,144,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,19,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,ready_phrase,А1,"> «Побеждать приятно, но я смотрю не только на счёт».",утверждено,mental-skills-all-7-situations-approved-v1.md,53,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,20,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,immediate_consequence,А2,"Радость от победы сохраняется, но ребёнок понимает, что родитель замечает не только итоговый счёт.",утверждено,mental-skills-all-7-situations-approved-v1.md,98,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,21,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,repeated_consequence,А2,"Ему может стать проще оценивать матч по нескольким признакам: результату, выполнению задачи тренера, собственным решениям и командным действиям.",утверждено,mental-skills-all-7-situations-approved-v1.md,144,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,22,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,practical_advice,А2,"Не переходите сразу к общему анализу. Назовите несколько конкретных действий, которые вы заметили независимо от результата.",утверждено,mental-skills-all-7-situations-approved-v1.md,123,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,23,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,ready_phrase,А2,"> «Вы победили, и это здорово. Мне ещё понравилось, как ты возвращался в игру после ошибок и помогал партнёрам».",утверждено,mental-skills-all-7-situations-approved-v1.md,112,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,24,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,immediate_consequence,А3,"Ребёнок чувствует, что его вклад заметили, но может решить, что победа стала прежде всего его личной заслугой.",утверждено,mental-skills-all-7-situations-approved-v1.md,110,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,25,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,repeated_consequence,А3,"Ему может стать сложнее замечать вклад партнёров, тренера и всей команды.",утверждено,mental-skills-all-7-situations-approved-v1.md,73,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,26,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,practical_advice,А3,"Признайте личный вклад ребёнка, а затем помогите ему увидеть, как его действия были связаны с действиями других игроков.",утверждено,mental-skills-all-7-situations-approved-v1.md,120,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,27,"Вариант А. «Молодец! Главное, что вы победили»",approved_source,ready_phrase,А3,> «Ты внёс важный вклад в победу. Кто ещё сегодня особенно помог команде?»,утверждено,mental-skills-all-7-situations-approved-v1.md,74,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,28,Вариант Б. «Ты сегодня был лучшим»,approved_source,supporting_text,Б,Ребёнок спрашивает:,утверждено,mental-skills-all-7-situations-approved-v1.md,19,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,29,Вариант Б. «Ты сегодня был лучшим»,approved_source,supporting_text,Б,> «Правда? Я был лучше всех?»,утверждено,mental-skills-all-7-situations-approved-v1.md,29,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,30,Вариант Б. «Ты сегодня был лучшим»,approved_source,supporting_text,Б,**Что вы скажете дальше?**,утверждено,mental-skills-all-7-situations-approved-v1.md,26,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,31,Вариант Б. «Ты сегодня был лучшим»,approved_source,immediate_consequence,Б1,Уверенность ребёнка начинает строиться на сравнении с партнёрами и соперниками.,утверждено,mental-skills-all-7-situations-approved-v1.md,79,Нет
7,PARENT_RESPONSE_AFTER_VICTORY_07,После победы: что сказать ребёнку?,all,32,Вариант Б. «Ты сегодня был лучшим»,approved_source,repeated_consequence,Б1,Он может сильнее переживать встречи с более сильными игроками и воспринимать успех других как угрозу собственной ценности.,утверждено,mental-skills-all-7-situations-approved-v1.md,122,Нет
